id	level?	var_of_level?	effect1_desc	effect2_desc	effect3_desc?
3314	4	1	Maximum HP +76	Maximum CP +100.2	
3315	4	1	Maximum HP +76	P. Atk. +10.3	
3316	4	1	Maximum HP +76	M. Atk. +11.9	
3317	4	1	Maximum HP +76	HP Recovery +0.3	
3318	4	1	Maximum HP +76	MP Recovery +0.1	
3319	4	1	Maximum HP +76	CP Recovery +0.3	
3320	4	1	Maximum HP +76	Dodge +1.3	
3321	4	1	Maximum HP +76	Accuracy +1.3	
3322	4	1	Maximum HP +76	Critical +14.2	
3323	4	1	Maximum MP +24.5	Maximum CP +100.2	
3324	4	1	Maximum MP +24.5	P. Atk. +10.3	
3325	4	1	Maximum MP +24.5	M. Atk. +11.9	
3326	4	1	Maximum MP +24.5	HP Recovery +0.3	
3327	4	1	Maximum MP +24.5	MP Recovery +0.1	
3328	4	1	Maximum MP +24.5	CP Recovery +0.3	
3329	4	1	Maximum MP +24.5	Dodge +1.3	
3330	4	1	Maximum MP +24.5	Accuracy +1.3	
3331	4	1	Maximum MP +24.5	Critical +14.2	
3332	4	1	Maximum CP +105	P. Atk. +10.3	
3333	4	1	Maximum CP +105	M. Atk. +11.9	
3334	4	1	Maximum CP +105	HP Recovery +0.3	
3335	4	1	Maximum CP +105	MP Recovery +0.1	
3336	4	1	Maximum CP +105	CP Recovery +0.3	
3337	4	1	Maximum CP +105	Dodge +1.3	
3338	4	1	Maximum CP +105	Accuracy +1.3	
3339	4	1	Maximum CP +105	Critical +14.2	
3340	4	1	P. Atk. +10.8	M. Atk. +11.9	
3341	4	1	P. Atk. +10.8	HP Recovery +0.3	
3342	4	1	P. Atk. +10.8	MP Recovery +0.1	
3343	4	1	P. Atk. +10.8	CP Recovery +0.3	
3344	4	1	P. Atk. +10.8	Dodge +1.3	
3345	4	1	P. Atk. +10.8	Accuracy +1.3	
3346	4	1	P. Atk. +10.8	Critical +14.2	
3347	4	1	M. Atk. +12.5	HP Recovery +0.3	
3348	4	1	M. Atk. +12.5	MP Recovery +0.1	
3349	4	1	M. Atk. +12.5	CP Recovery +0.3	
3350	4	1	M. Atk. +12.5	Dodge +1.3	
3351	4	1	M. Atk. +12.5	Accuracy +1.3	
3352	4	1	M. Atk. +12.5	Critical +14.2	
3353	4	1	HP Recovery +0.3	MP Recovery +0.1	
3354	4	1	HP Recovery +0.3	CP Recovery +0.3	
3355	4	1	HP Recovery +0.3	Dodge +1.3	
3356	4	1	HP Recovery +0.3	Accuracy +1.3	
3357	4	1	HP Recovery +0.3	Critical +14.2	
3358	4	1	MP Recovery +0.1	CP Recovery +0.3	
3359	4	1	MP Recovery +0.1	Dodge +1.3	
3360	4	1	MP Recovery +0.1	Accuracy +1.3	
3361	4	1	MP Recovery +0.1	Critical +14.2	
3362	4	1	CP Recovery +0.3	Dodge +1.3	
3363	4	1	CP Recovery +0.3	Accuracy +1.3	
3364	4	1	CP Recovery +0.3	Critical +14.2	
3365	4	1	Dodge +1.5	Accuracy +1.3	
3366	4	1	Dodge +1.5	Critical +14.2	
3367	4	1	Accuracy +1.5	Critical +14.2	
3368	4	1	P. Def. +36.3		
3369	4	1	M. Def. +29.3		
3370	4	1	Maximum HP +148.8		
3371	4	1	Maximum MP +48.1		
3372	4	1	Maximum CP +205.4		
3373	4	1	P. Atk. +21.6		
3374	4	1	M. Atk. +25.4		
3375	4	1	HP Recovery +0.7		
3376	4	1	MP Recovery +0.3		
3377	4	1	CP Recovery +0.7		
3378	4	1	Dodge +2.8		
3379	4	1	Accuracy +2.8		
3380	4	1	Critical +29.9		
3381	4	1	P. Def. +18.1	M. Def. +14.6	
3382	4	1	P. Def. +18.1	Maximum HP +74.4	
3383	4	1	P. Def. +18.1	Maximum MP +24	
3384	4	1	P. Def. +18.1	Maximum CP +102.7	
3385	4	1	P. Def. +18.1	P. Atk. +10.8	
3386	4	1	P. Def. +18.1	M. Atk. +12.7	
3387	4	1	P. Def. +18.1	HP Recovery +0.3	
3388	4	1	P. Def. +18.1	MP Recovery +0.1	
3389	4	1	P. Def. +18.1	CP Recovery +0.3	
3390	4	1	P. Def. +18.1	Dodge +1.4	
3391	4	1	P. Def. +18.1	Accuracy +1.4	
3392	4	1	P. Def. +18.1	Critical +15	
3393	4	1	M. Def. +14.6	Maximum HP +74.4	
3394	4	1	M. Def. +14.6	Maximum MP +24	
3395	4	1	M. Def. +14.6	Maximum CP +102.7	
3396	4	1	M. Def. +14.6	P. Atk. +10.8	
3397	4	1	M. Def. +14.6	M. Atk. +12.7	
3398	4	1	M. Def. +14.6	HP Recovery +0.3	
3399	4	1	M. Def. +14.6	MP Recovery +0.1	
3400	4	1	M. Def. +14.6	CP Recovery +0.3	
3401	4	1	M. Def. +14.6	Dodge +1.4	
3402	4	1	M. Def. +14.6	Accuracy +1.4	
3403	4	1	M. Def. +14.6	Critical +15	
3404	4	1	Maximum HP +74.4	Maximum MP +24	
3405	4	1	Maximum HP +74.4	Maximum CP +102.7	
3406	4	1	Maximum HP +74.4	P. Atk. +10.8	
3407	4	1	Maximum HP +74.4	M. Atk. +12.7	
3408	4	1	Maximum HP +74.4	HP Recovery +0.3	
3409	4	1	Maximum HP +74.4	MP Recovery +0.1	
3410	4	1	Maximum HP +74.4	CP Recovery +0.3	
3411	4	1	Maximum HP +74.4	Dodge +1.4	
3412	4	1	Maximum HP +74.4	Accuracy +1.4	
3413	4	1	Maximum HP +74.4	Critical +15	
3414	4	1	Maximum MP +24	Maximum CP +102.7	
3415	4	1	Maximum MP +24	P. Atk. +10.8	
3416	4	1	Maximum MP +24	M. Atk. +12.7	
3417	4	1	Maximum MP +24	HP Recovery +0.3	
3418	4	1	Maximum MP +24	MP Recovery +0.1	
3419	4	1	Maximum MP +24	CP Recovery +0.3	
3420	4	1	Maximum MP +24	Dodge +1.4	
3421	4	1	Maximum MP +24	Accuracy +1.4	
3422	4	1	Maximum MP +24	Critical +15	
3423	4	1	Maximum CP +102.7	P. Atk. +10.8	
3424	4	1	Maximum CP +102.7	M. Atk. +12.7	
3425	4	1	Maximum CP +102.7	HP Recovery +0.3	
3426	4	1	Maximum CP +102.7	MP Recovery +0.1	
3427	4	1	Maximum CP +102.7	CP Recovery +0.3	
3428	4	1	Maximum CP +102.7	Dodge +1.4	
3429	4	1	Maximum CP +102.7	Accuracy +1.4	
3430	4	1	Maximum CP +102.7	Critical +15	
3431	4	1	P. Atk. +10.8	M. Atk. +12.7	
3432	4	1	P. Atk. +10.8	HP Recovery +0.3	
3433	4	1	P. Atk. +10.8	MP Recovery +0.1	
3434	4	1	P. Atk. +10.8	CP Recovery +0.3	
3435	4	1	P. Atk. +10.8	Dodge +1.4	
3436	4	1	P. Atk. +10.8	Accuracy +1.4	
3437	4	1	P. Atk. +10.8	Critical +15	
3438	4	1	M. Atk. +12.7	HP Recovery +0.3	
3439	4	1	M. Atk. +12.7	MP Recovery +0.1	
3440	4	1	M. Atk. +12.7	CP Recovery +0.3	
3441	4	1	M. Atk. +12.7	Dodge +1.4	
3442	4	1	M. Atk. +12.7	Accuracy +1.4	
3443	4	1	M. Atk. +12.7	Critical +15	
3444	4	1	HP Recovery +0.3	MP Recovery +0.1	
3445	4	1	HP Recovery +0.3	CP Recovery +0.3	
3446	4	1	HP Recovery +0.3	Dodge +1.4	
3447	4	1	HP Recovery +0.3	Accuracy +1.4	
3448	4	1	HP Recovery +0.3	Critical +15	
3449	4	1	MP Recovery +0.1	CP Recovery +0.3	
3450	4	1	MP Recovery +0.1	Dodge +1.4	
3451	4	1	MP Recovery +0.1	Accuracy +1.4	
3452	4	1	MP Recovery +0.1	Critical +15	
3453	4	1	CP Recovery +0.3	Dodge +1.4	
3454	4	1	CP Recovery +0.3	Accuracy +1.4	
3455	4	1	CP Recovery +0.3	Critical +15	
3456	4	1	Dodge +1.4	Accuracy +1.4	
3457	4	1	Dodge +1.4	Critical +15	
3458	4	1	Accuracy +1.4	Critical +15	
3459	4	1	P. Def. +36.4		
3460	4	1	M. Def. +29.3		
3461	4	1	Maximum HP +147.5		
3462	4	1	Maximum MP +47.9		
3463	4	1	Maximum CP +203.8		
3464	4	1	P. Atk. +22.3		
3465	4	1	M. Atk. +25.9		
3466	4	1	HP Recovery +0.6		
3467	4	1	MP Recovery +0.3		
3468	4	1	CP Recovery +0.6		
3469	4	1	Dodge +2.8		
3470	4	1	Accuracy +2.8		
3471	4	1	Critical +29.9		
3472	4	1	P. Def. +18.7	M. Def. +14.2	
3473	4	1	P. Def. +18.7	Maximum HP +71.8	
3474	4	1	P. Def. +18.7	Maximum MP +23.3	
3475	4	1	P. Def. +18.7	Maximum CP +99.1	
3476	4	1	P. Def. +18.7	P. Atk. +10.8	
3477	4	1	P. Def. +18.7	M. Atk. +12.6	
3478	4	1	P. Def. +18.7	HP Recovery +0.3	
3479	4	1	P. Def. +18.7	MP Recovery +0.1	
3480	4	1	P. Def. +18.7	CP Recovery +0.3	
3481	4	1	P. Def. +18.7	Dodge +1.3	
3482	4	1	P. Def. +18.7	Accuracy +1.3	
3483	4	1	P. Def. +18.7	Critical +14.2	
3484	4	1	M. Def. +15	Maximum HP +71.8	
3485	4	1	M. Def. +15	Maximum MP +23.3	
3486	4	1	M. Def. +15	Maximum CP +99.1	
3487	4	1	M. Def. +15	P. Atk. +10.8	
3488	4	1	M. Def. +15	M. Atk. +12.6	
3489	4	1	M. Def. +15	HP Recovery +0.3	
3490	4	1	M. Def. +15	MP Recovery +0.1	
3491	4	1	M. Def. +15	CP Recovery +0.3	
3492	4	1	M. Def. +15	Dodge +1.3	
3493	4	1	M. Def. +15	Accuracy +1.3	
3494	4	1	M. Def. +15	Critical +14.2	
3495	4	1	Maximum HP +75.7	Maximum MP +23.3	
3496	4	1	Maximum HP +75.7	Maximum CP +99.1	
3497	4	1	Maximum HP +75.7	P. Atk. +10.8	
3498	4	1	Maximum HP +75.7	M. Atk. +12.6	
3499	4	1	Maximum HP +75.7	HP Recovery +0.3	
3500	4	1	Maximum HP +75.7	MP Recovery +0.1	
3501	4	1	Maximum HP +75.7	CP Recovery +0.3	
3502	4	1	Maximum HP +75.7	Dodge +1.3	
3503	4	1	Maximum HP +75.7	Accuracy +1.3	
3504	4	1	Maximum HP +75.7	Critical +14.2	
3505	4	1	Maximum MP +24.6	Maximum CP +99.1	
3506	4	1	Maximum MP +24.6	P. Atk. +10.8	
3507	4	1	Maximum MP +24.6	M. Atk. +12.6	
3508	4	1	Maximum MP +24.6	HP Recovery +0.3	
3509	4	1	Maximum MP +24.6	MP Recovery +0.1	
3510	4	1	Maximum MP +24.6	CP Recovery +0.3	
3511	4	1	Maximum MP +24.6	Dodge +1.3	
3512	4	1	Maximum MP +24.6	Accuracy +1.3	
3513	4	1	Maximum MP +24.6	Critical +14.2	
3514	4	1	Maximum CP +104.6	P. Atk. +10.8	
3515	4	1	Maximum CP +104.6	M. Atk. +12.6	
3516	4	1	Maximum CP +104.6	HP Recovery +0.3	
3517	4	1	Maximum CP +104.6	MP Recovery +0.1	
3518	4	1	Maximum CP +104.6	CP Recovery +0.3	
3519	4	1	Maximum CP +104.6	Dodge +1.3	
3520	4	1	Maximum CP +104.6	Accuracy +1.3	
3521	4	1	Maximum CP +104.6	Critical +14.2	
3522	4	1	P. Atk. +11.4	M. Atk. +12.6	
3523	4	1	P. Atk. +11.4	HP Recovery +0.3	
3524	4	1	P. Atk. +11.4	MP Recovery +0.1	
3525	4	1	P. Atk. +11.4	CP Recovery +0.3	
3526	4	1	P. Atk. +11.4	Dodge +1.3	
3527	4	1	P. Atk. +11.4	Accuracy +1.3	
3528	4	1	P. Atk. +11.4	Critical +14.2	
3529	4	1	M. Atk. +13.3	HP Recovery +0.3	
3530	4	1	M. Atk. +13.3	MP Recovery +0.1	
3531	4	1	M. Atk. +13.3	CP Recovery +0.3	
3532	4	1	M. Atk. +13.3	Dodge +1.3	
3533	4	1	M. Atk. +13.3	Accuracy +1.3	
3534	4	1	M. Atk. +13.3	Critical +14.2	
3535	4	1	HP Recovery +0.3	MP Recovery +0.1	
3536	4	1	HP Recovery +0.3	CP Recovery +0.3	
3537	4	1	HP Recovery +0.3	Dodge +1.3	
3538	4	1	HP Recovery +0.3	Accuracy +1.3	
3539	4	1	HP Recovery +0.3	Critical +14.2	
3540	4	1	MP Recovery +0.1	CP Recovery +0.3	
3541	4	1	MP Recovery +0.1	Dodge +1.3	
3542	4	1	MP Recovery +0.1	Accuracy +1.3	
3543	4	1	MP Recovery +0.1	Critical +14.2	
3544	4	1	CP Recovery +0.3	Dodge +1.3	
3545	4	1	CP Recovery +0.3	Accuracy +1.3	
3546	4	1	CP Recovery +0.3	Critical +14.2	
3547	4	1	Dodge +1.5	Accuracy +1.3	
3548	4	1	Dodge +1.5	Critical +14.2	
3549	4	1	Accuracy +1.5	Critical +14.2	
3550	4	1	P. Def. +38.2		
3551	4	1	M. Def. +30.8		
3552	4	1	Maximum HP +155.6		
3553	4	1	Maximum MP +50.7		
3554	4	1	Maximum CP +214.9		
3555	4	1	P. Atk. +24.2		
3556	4	1	M. Atk. +28.2		
3557	4	1	HP Recovery +0.7		
3558	4	1	MP Recovery +0.3		
3559	4	1	CP Recovery +0.7		
3560	4	1	Dodge +3		
3561	4	1	Accuracy +3		
3562	4	1	Critical +32.7		
3563	4	1	P. Def. +19.6	M. Def. +14.9	
3564	4	1	P. Def. +19.6	Maximum HP +75.6	
3565	4	1	P. Def. +19.6	Maximum MP +24.6	
3566	4	1	P. Def. +19.6	Maximum CP +104.4	
3567	4	1	P. Def. +19.6	P. Atk. +11.7	
3568	4	1	P. Def. +19.6	M. Atk. +13.7	
3569	4	1	P. Def. +19.6	HP Recovery +0.3	
3570	4	1	P. Def. +19.6	MP Recovery +0.1	
3571	4	1	P. Def. +19.6	CP Recovery +0.3	
3572	4	1	P. Def. +19.6	Dodge +1.4	
3573	4	1	P. Def. +19.6	Accuracy +1.4	
3574	4	1	P. Def. +19.6	Critical +15.5	
3575	4	1	M. Def. +15.8	Maximum HP +75.6	
3576	4	1	M. Def. +15.8	Maximum MP +24.6	
3577	4	1	M. Def. +15.8	Maximum CP +104.4	
3578	4	1	M. Def. +15.8	P. Atk. +11.7	
3579	4	1	M. Def. +15.8	M. Atk. +13.7	
3580	4	1	M. Def. +15.8	HP Recovery +0.3	
3581	4	1	M. Def. +15.8	MP Recovery +0.1	
3582	4	1	M. Def. +15.8	CP Recovery +0.3	
3583	4	1	M. Def. +15.8	Dodge +1.4	
3584	4	1	M. Def. +15.8	Accuracy +1.4	
3585	4	1	M. Def. +15.8	Critical +15.5	
3586	4	1	Maximum HP +80	Maximum MP +24.6	
3587	4	1	Maximum HP +80	Maximum CP +104.4	
3588	4	1	Maximum HP +80	P. Atk. +11.7	
3589	4	1	Maximum HP +80	M. Atk. +13.7	
3590	4	1	Maximum HP +80	HP Recovery +0.3	
3591	4	1	Maximum HP +80	MP Recovery +0.1	
3592	4	1	Maximum HP +80	CP Recovery +0.3	
3593	4	1	Maximum HP +80	Dodge +1.4	
3594	4	1	Maximum HP +80	Accuracy +1.4	
3595	4	1	Maximum HP +80	Critical +15.5	
3596	4	1	Maximum MP +26.1	Maximum CP +104.4	
3597	4	1	Maximum MP +26.1	P. Atk. +11.7	
3598	4	1	Maximum MP +26.1	M. Atk. +13.7	
3599	4	1	Maximum MP +26.1	HP Recovery +0.3	
3600	4	1	Maximum MP +26.1	MP Recovery +0.1	
3601	4	1	Maximum MP +26.1	CP Recovery +0.3	
3602	4	1	Maximum MP +26.1	Dodge +1.4	
3603	4	1	Maximum MP +26.1	Accuracy +1.4	
3604	4	1	Maximum MP +26.1	Critical +15.5	
3605	4	1	Maximum CP +110.5	P. Atk. +11.7	
3606	4	1	Maximum CP +110.5	M. Atk. +13.7	
3607	4	1	Maximum CP +110.5	HP Recovery +0.3	
3608	4	1	Maximum CP +110.5	MP Recovery +0.1	
3609	4	1	Maximum CP +110.5	CP Recovery +0.3	
3610	4	1	Maximum CP +110.5	Dodge +1.4	
3611	4	1	Maximum CP +110.5	Accuracy +1.4	
3612	4	1	Maximum CP +110.5	Critical +15.5	
3613	4	1	P. Atk. +12.4	M. Atk. +13.7	
3614	4	1	P. Atk. +12.4	HP Recovery +0.3	
3615	4	1	P. Atk. +12.4	MP Recovery +0.1	
3616	4	1	P. Atk. +12.4	CP Recovery +0.3	
3617	4	1	P. Atk. +12.4	Dodge +1.4	
3618	4	1	P. Atk. +12.4	Accuracy +1.4	
3619	4	1	P. Atk. +12.4	Critical +15.5	
3620	4	1	M. Atk. +14.5	HP Recovery +0.3	
3621	4	1	M. Atk. +14.5	MP Recovery +0.1	
3622	4	1	M. Atk. +14.5	CP Recovery +0.3	
3623	4	1	M. Atk. +14.5	Dodge +1.4	
3624	4	1	M. Atk. +14.5	Accuracy +1.4	
3625	4	1	M. Atk. +14.5	Critical +15.5	
3626	4	1	HP Recovery +0.3	MP Recovery +0.1	
3627	4	1	HP Recovery +0.3	CP Recovery +0.3	
3628	4	1	HP Recovery +0.3	Dodge +1.4	
3629	4	1	HP Recovery +0.3	Accuracy +1.4	
3630	4	1	HP Recovery +0.3	Critical +15.5	
3631	4	1	MP Recovery +0.1	CP Recovery +0.3	
3632	4	1	MP Recovery +0.1	Dodge +1.4	
3633	4	1	MP Recovery +0.1	Accuracy +1.4	
3634	4	1	MP Recovery +0.1	Critical +15.5	
3635	4	1	CP Recovery +0.3	Dodge +1.4	
3636	4	1	CP Recovery +0.3	Accuracy +1.4	
3637	4	1	CP Recovery +0.3	Critical +15.5	
3638	4	1	Dodge +1.6	Accuracy +1.4	
3639	4	1	Dodge +1.6	Critical +15.5	
3640	4	1	Accuracy +1.6	Critical +15.5	
3641	1	1	P. Def. +15.4		
3642	1	1	M. Def. +12.3		
3643	1	1	Maximum HP +38.2		
3644	1	1	Maximum MP +41.2		
3645	1	1	Maximum CP +57.7		
3646	1	1	P. Atk. +6.6		
3647	1	1	M. Atk. +7.5		
3648	1	1	HP Recovery +0.2		
3649	1	1	MP Recovery +0.1		
3650	1	1	CP Recovery +0.2		
3651	1	1	Dodge +1.6		
3652	1	1	Accuracy +1.6		
3653	1	1	Critical +15.5		
3654	1	1	P. Def. +7.7	M. Def. +6.1	
3655	1	1	P. Def. +7.7	Maximum HP +19.1	
3656	1	1	P. Def. +7.7	Maximum MP +20.6	
3657	1	1	P. Def. +7.7	Maximum CP +28.8	
3658	1	1	P. Def. +7.7	P. Atk. +3.3	
3659	1	1	P. Def. +7.7	M. Atk. +3.7	
3660	1	1	P. Def. +7.7	HP Recovery +0.1	
3661	1	1	P. Def. +7.7	MP Recovery +0.1	
3662	1	1	P. Def. +7.7	CP Recovery +0.1	
3663	1	1	P. Def. +7.7	Dodge +0.8	
3664	1	1	P. Def. +7.7	Accuracy +0.8	
3665	1	1	P. Def. +7.7	Critical +7.8	
3666	1	1	M. Def. +6.1	Maximum HP +19.1	
3667	1	1	M. Def. +6.1	Maximum MP +20.6	
3668	1	1	M. Def. +6.1	Maximum CP +28.8	
3669	1	1	M. Def. +6.1	P. Atk. +3.3	
3670	1	1	M. Def. +6.1	M. Atk. +3.7	
3671	1	1	M. Def. +6.1	HP Recovery +0.1	
3672	1	1	M. Def. +6.1	MP Recovery +0.1	
3673	1	1	M. Def. +6.1	CP Recovery +0.1	
3674	1	1	M. Def. +6.1	Dodge +0.8	
3675	1	1	M. Def. +6.1	Accuracy +0.8	
3676	1	1	M. Def. +6.1	Critical +7.8	
3677	1	1	Maximum HP +19.1	Maximum MP +20.6	
3678	1	1	Maximum HP +19.1	Maximum CP +28.8	
3679	1	1	Maximum HP +19.1	P. Atk. +3.3	
3680	1	1	Maximum HP +19.1	M. Atk. +3.7	
3681	1	1	Maximum HP +19.1	HP Recovery +0.1	
3682	1	1	Maximum HP +19.1	MP Recovery +0.1	
3683	1	1	Maximum HP +19.1	CP Recovery +0.1	
3684	1	1	Maximum HP +19.1	Dodge +0.8	
3685	1	1	Maximum HP +19.1	Accuracy +0.8	
3686	1	1	Maximum HP +19.1	Critical +7.8	
3687	1	1	Maximum MP +20.6	Maximum CP +28.8	
3688	1	1	Maximum MP +20.6	P. Atk. +3.3	
3689	1	1	Maximum MP +20.6	M. Atk. +3.7	
3690	1	1	Maximum MP +20.6	HP Recovery +0.1	
3691	1	1	Maximum MP +20.6	MP Recovery +0.1	
3692	1	1	Maximum MP +20.6	CP Recovery +0.1	
3693	1	1	Maximum MP +20.6	Dodge +0.8	
3694	1	1	Maximum MP +20.6	Accuracy +0.8	
3695	1	1	Maximum MP +20.6	Critical +7.8	
3696	1	1	Maximum CP +28.8	P. Atk. +3.3	
3697	1	1	Maximum CP +28.8	M. Atk. +3.7	
3698	1	1	Maximum CP +28.8	HP Recovery +0.1	
3699	1	1	Maximum CP +28.8	MP Recovery +0.1	
3700	1	1	Maximum CP +28.8	CP Recovery +0.1	
3701	1	1	Maximum CP +28.8	Dodge +0.8	
3702	1	1	Maximum CP +28.8	Accuracy +0.8	
3703	1	1	Maximum CP +28.8	Critical +7.8	
3704	1	1	P. Atk. +3.3	M. Atk. +3.7	
3705	1	1	P. Atk. +3.3	HP Recovery +0.1	
3706	1	1	P. Atk. +3.3	MP Recovery +0.1	
3707	1	1	P. Atk. +3.3	CP Recovery +0.1	
3708	1	1	P. Atk. +3.3	Dodge +0.8	
3709	1	1	P. Atk. +3.3	Accuracy +0.8	
3710	1	1	P. Atk. +3.3	Critical +7.8	
3711	1	1	M. Atk. +3.7	HP Recovery +0.1	
3712	1	1	M. Atk. +3.7	MP Recovery +0.1	
3713	1	1	M. Atk. +3.7	CP Recovery +0.1	
3714	1	1	M. Atk. +3.7	Dodge +0.8	
3715	1	1	M. Atk. +3.7	Accuracy +0.8	
3716	1	1	M. Atk. +3.7	Critical +7.8	
3717	1	1	HP Recovery +0.1	MP Recovery +0.1	
3718	1	1	HP Recovery +0.1	CP Recovery +0.1	
3719	1	1	HP Recovery +0.1	Dodge +0.8	
3720	1	1	HP Recovery +0.1	Accuracy +0.8	
3721	1	1	HP Recovery +0.1	Critical +7.8	
3722	1	1	MP Recovery +0.1	CP Recovery +0.1	
3723	1	1	MP Recovery +0.1	Dodge +0.8	
3724	1	1	MP Recovery +0.1	Accuracy +0.8	
3725	1	1	MP Recovery +0.1	Critical +7.8	
3726	1	1	CP Recovery +0.1	Dodge +0.8	
3727	1	1	CP Recovery +0.1	Accuracy +0.8	
3728	1	1	CP Recovery +0.1	Critical +7.8	
3729	1	1	Dodge +0.8	Accuracy +0.8	
3730	1	1	Dodge +0.8	Critical +7.8	
3731	1	1	Accuracy +0.8	Critical +7.8	
3732	1	1	P. Def. +16.3		
3733	1	1	M. Def. +13.1		
3734	1	1	Maximum HP +41		
3735	1	1	Maximum MP +45.6		
3736	1	1	Maximum CP +61.9		
3737	1	1	P. Atk. +7.4		
3738	1	1	M. Atk. +8.5		
3739	1	1	HP Recovery +0.2		
3740	1	1	MP Recovery +0.1		
3741	1	1	CP Recovery +0.2		
3742	1	1	Dodge +1.6		
3743	1	1	Accuracy +1.6		
3744	1	1	Critical +15.5		
3745	1	1	P. Def. +8.4	M. Def. +6.3	
3746	1	1	P. Def. +8.4	Maximum HP +19.8	
3747	1	1	P. Def. +8.4	Maximum MP +22	
3748	1	1	P. Def. +8.4	Maximum CP +29.9	
3749	1	1	P. Def. +8.4	P. Atk. +3.5	
3750	1	1	P. Def. +8.4	M. Atk. +4.1	
3751	1	1	P. Def. +8.4	HP Recovery +0.1	
3752	1	1	P. Def. +8.4	MP Recovery +0.1	
3753	1	1	P. Def. +8.4	CP Recovery +0.1	
3754	1	1	P. Def. +8.4	Dodge +0.7	
3755	1	1	P. Def. +8.4	Accuracy +0.7	
3756	1	1	P. Def. +8.4	Critical +7.4	
3757	1	1	M. Def. +6.8	Maximum HP +19.8	
3758	1	1	M. Def. +6.8	Maximum MP +22	
3759	1	1	M. Def. +6.8	Maximum CP +29.9	
3760	1	1	M. Def. +6.8	P. Atk. +3.5	
3761	1	1	M. Def. +6.8	M. Atk. +4.1	
3762	1	1	M. Def. +6.8	HP Recovery +0.1	
3763	1	1	M. Def. +6.8	MP Recovery +0.1	
3764	1	1	M. Def. +6.8	CP Recovery +0.1	
3765	1	1	M. Def. +6.8	Dodge +0.7	
3766	1	1	M. Def. +6.8	Accuracy +0.7	
3767	1	1	M. Def. +6.8	Critical +7.4	
3768	1	1	Maximum HP +21.2	Maximum MP +22	
3769	1	1	Maximum HP +21.2	Maximum CP +29.9	
3770	1	1	Maximum HP +21.2	P. Atk. +3.5	
3771	1	1	Maximum HP +21.2	M. Atk. +4.1	
3772	1	1	Maximum HP +21.2	HP Recovery +0.1	
3773	1	1	Maximum HP +21.2	MP Recovery +0.1	
3774	1	1	Maximum HP +21.2	CP Recovery +0.1	
3775	1	1	Maximum HP +21.2	Dodge +0.7	
3776	1	1	Maximum HP +21.2	Accuracy +0.7	
3777	1	1	Maximum HP +21.2	Critical +7.4	
3778	1	1	Maximum MP +23.6	Maximum CP +29.9	
3779	1	1	Maximum MP +23.6	P. Atk. +3.5	
3780	1	1	Maximum MP +23.6	M. Atk. +4.1	
3781	1	1	Maximum MP +23.6	HP Recovery +0.1	
3782	1	1	Maximum MP +23.6	MP Recovery +0.1	
3783	1	1	Maximum MP +23.6	CP Recovery +0.1	
3784	1	1	Maximum MP +23.6	Dodge +0.7	
3785	1	1	Maximum MP +23.6	Accuracy +0.7	
3786	1	1	Maximum MP +23.6	Critical +7.4	
3787	1	1	Maximum CP +32	P. Atk. +3.5	
3788	1	1	Maximum CP +32	M. Atk. +4.1	
3789	1	1	Maximum CP +32	HP Recovery +0.1	
3790	1	1	Maximum CP +32	MP Recovery +0.1	
3791	1	1	Maximum CP +32	CP Recovery +0.1	
3792	1	1	Maximum CP +32	Dodge +0.7	
3793	1	1	Maximum CP +32	Accuracy +0.7	
3794	1	1	Maximum CP +32	Critical +7.4	
3795	1	1	P. Atk. +3.8	M. Atk. +4.1	
3796	1	1	P. Atk. +3.8	HP Recovery +0.1	
3797	1	1	P. Atk. +3.8	MP Recovery +0.1	
3798	1	1	P. Atk. +3.8	CP Recovery +0.1	
3799	1	1	P. Atk. +3.8	Dodge +0.7	
3800	1	1	P. Atk. +3.8	Accuracy +0.7	
3801	1	1	P. Atk. +3.8	Critical +7.4	
3802	1	1	M. Atk. +4.4	HP Recovery +0.1	
3803	1	1	M. Atk. +4.4	MP Recovery +0.1	
3804	1	1	M. Atk. +4.4	CP Recovery +0.1	
3805	1	1	M. Atk. +4.4	Dodge +0.7	
3806	1	1	M. Atk. +4.4	Accuracy +0.7	
3807	1	1	M. Atk. +4.4	Critical +7.4	
3808	1	1	HP Recovery +0.1	MP Recovery +0.1	
3809	1	1	HP Recovery +0.1	CP Recovery +0.1	
3810	1	1	HP Recovery +0.1	Dodge +0.7	
3811	1	1	HP Recovery +0.1	Accuracy +0.7	
3812	1	1	HP Recovery +0.1	Critical +7.4	
3813	1	1	MP Recovery +0.1	CP Recovery +0.1	
3814	1	1	MP Recovery +0.1	Dodge +0.7	
3815	1	1	MP Recovery +0.1	Accuracy +0.7	
3816	1	1	MP Recovery +0.1	Critical +7.4	
3817	1	1	CP Recovery +0.1	Dodge +0.7	
3818	1	1	CP Recovery +0.1	Accuracy +0.7	
3819	1	1	CP Recovery +0.1	Critical +7.4	
3820	1	1	Dodge +0.8	Accuracy +0.7	
3821	1	1	Dodge +0.8	Critical +7.4	
3822	1	1	Accuracy +0.8	Critical +7.4	
3823	1	1	P. Def. +17.3		
3824	1	1	M. Def. +13.9		
3825	1	1	Maximum HP +43.7		
3826	1	1	Maximum MP +48.8		
3827	1	1	Maximum CP +65.9		
3828	1	1	P. Atk. +8.3		
3829	1	1	M. Atk. +9.5		
